turn,chosen,chosen_power,chosen_prob,best,best_power,ratio,dominated
10,moonlight,0.0,0.523,moonblast,95.0,,1
17,calmmind,0.0,0.436,bloodmoon,210.0,,1
8,trailblaze,50.0,0.433,liquidation,127.5,2.55,1
22,uturn,70.0,0.271,bravebird,180.0,2.57,1
8,encore,0.0,0.378,drainpunch,225.0,,1
11,moonlight,0.0,0.487,moonblast,95.0,,1
16,ironhead,120.0,0.643,kowtowcleave,127.5,1.06,0
4,earthquake,150.0,0.384,earthquake,150.0,1.0,0
15,thunderbolt,135.0,0.588,thunderbolt,135.0,1.0,0
15,airslash,112.5,0.386,shadowball,120.0,1.07,0
9,drainingkiss,75.0,0.269,earthpower,180.0,2.4,1
12,moonlight,0.0,0.418,moonblast,95.0,,1
18,dragonpulse,127.5,0.297,electrodrift,300.0,2.35,1
9,freezedry,26.2,0.422,rapidspin,50.0,1.9,1
23,psyshock,120.0,0.345,dracometeor,195.0,1.62,1
13,dracometeor,0.0,0.373,shadowball,120.0,,1
13,sludgebomb,270.0,0.495,sludgebomb,270.0,1.0,0
16,calmmind,0.0,0.39,shadowball,120.0,,1
5,slackoff,0.0,0.239,earthquake,150.0,,1
19,dracometeor,195.0,0.454,electrodrift,300.0,1.54,1
1,uturn,140.0,0.011,closecombat,360.0,2.57,1
24,uturn,70.0,0.266,bravebird,180.0,2.57,1
16,closecombat,180.0,0.714,spiritbreak,225.0,1.25,0
10,drainingkiss,75.0,0.434,diamondstorm,150.0,2.0,1
17,calmmind,0.0,0.402,shadowball,120.0,,1
10,flashcannon,160.0,0.863,flashcannon,160.0,1.0,0
11,earthpower,90.0,0.466,diamondstorm,150.0,1.67,1
14,moonlight,0.0,0.459,moonblast,95.0,,1
17,swordsdance,0.0,0.587,spiritbreak,225.0,,1
1,earthquake,75.0,0.029,earthquake,75.0,1.0,0
18,calmmind,0.0,0.424,airslash,225.0,,1
6,flareblitz,90.0,0.356,flareblitz,90.0,1.0,0
11,flashcannon,160.0,0.521,flashcannon,160.0,1.0,0
25,psyshock,120.0,0.44,dracometeor,195.0,1.62,1
15,moonlight,0.0,0.336,moonblast,95.0,,1
2,earthquake,50.0,0.315,earthquake,50.0,1.0,0
7,roar,0.0,0.608,flareblitz,90.0,,1
3,supercellslam,150.0,0.999,supercellslam,150.0,1.0,0
12,uturn,140.0,0.302,uturn,140.0,1.0,0
26,psyshock,120.0,0.467,dracometeor,195.0,1.62,1
18,overdrive,30.0,0.667,gunkshot,180.0,6.0,1
1,knockoff,65.0,0.095,doubleedge,180.0,2.77,1
3,protect,0.0,0.349,earthquake,50.0,,1
8,extremespeed,0.0,0.221,flareblitz,180.0,,1
12,freezedry,105.0,0.998,freezedry,105.0,1.0,0
19,overdrive,30.0,0.479,gunkshot,180.0,6.0,1
4,earthquake,50.0,0.39,earthquake,50.0,1.0,0
16,psyshock,120.0,0.409,psyshock,120.0,1.0,0
4,icepunch,150.0,0.723,icepunch,150.0,1.0,0
13,encore,0.0,0.43,knockoff,130.0,,1
27,psyshock,120.0,0.511,dracometeor,195.0,1.62,1
5,protect,0.0,0.413,earthquake,50.0,,1
3,uturn,70.0,0.823,doubleedge,120.0,1.71,1
17,psyshock,120.0,0.424,psyshock,120.0,1.0,0
13,thunderbolt,135.0,0.997,thunderbolt,135.0,1.0,0
1,knockoff,195.0,0.014,knockoff,195.0,1.0,0
9,flipturn,120.0,0.602,lusterpurge,142.5,1.19,0
20,overdrive,240.0,1.0,overdrive,240.0,1.0,0
5,icepunch,150.0,0.631,icepunch,150.0,1.0,0
6,earthquake,50.0,0.612,earthquake,50.0,1.0,0
2,knockoff,32.5,0.692,outrage,120.0,3.69,1
18,psyshock,120.0,0.59,psyshock,120.0,1.0,0
14,uturn,140.0,0.352,uturn,140.0,1.0,0
28,psyshock,120.0,0.178,dracometeor,195.0,1.62,1
7,earthquake,50.0,0.599,earthquake,50.0,1.0,0
4,crunch,120.0,0.681,gunkshot,180.0,1.5,0
10,psyshock,120.0,0.298,psyshock,120.0,1.0,0
21,acrobatics,82.5,0.39,bravebird,180.0,2.18,1
6,icepunch,150.0,0.994,icepunch,150.0,1.0,0
14,thunderbolt,0.0,0.866,scald,80.0,,1
8,earthquake,50.0,0.654,earthquake,50.0,1.0,0
15,discharge,120.0,0.502,uturn,140.0,1.17,0
29,bravebird,180.0,0.288,bravebird,180.0,1.0,0
3,scald,60.0,0.264,scald,60.0,1.0,0
5,gunkshot,180.0,0.476,gunkshot,180.0,1.0,0
22,swordsdance,0.0,0.382,bravebird,180.0,,1
19,moonlight,0.0,0.219,psyshock,120.0,,1
16,discharge,120.0,0.424,uturn,140.0,1.17,0
30,bravebird,180.0,0.323,bravebird,180.0,1.0,0
9,earthquake,50.0,0.66,earthquake,50.0,1.0,0
4,wish,0.0,0.384,scald,60.0,,1
11,psyshock,120.0,0.536,psyshock,120.0,1.0,0
15,grassknot,0.0,1.0,nuzzle,0.0,,0
7,hydropump,330.0,0.997,hydropump,330.0,1.0,0
23,bravebird,180.0,0.473,bravebird,180.0,1.0,0
20,swordsdance,0.0,0.5,ivycudgel,75.0,,1
6,gunkshot,180.0,0.329,gunkshot,180.0,1.0,0
10,throatchop,120.0,0.538,iciclecrash,127.5,1.06,0
21,ivycudgel,150.0,0.715,ivycudgel,150.0,1.0,0
5,bravebird,360.0,0.988,bravebird,360.0,1.0,0
31,psyshock,120.0,0.503,dracometeor,195.0,1.62,1
17,discharge,120.0,0.472,closecombat,120.0,1.0,0
1,luminacrash,120.0,0.882,luminacrash,120.0,1.0,0
13,flipturn,120.0,0.511,lusterpurge,142.5,1.19,0
8,icebeam,180.0,1.0,icebeam,180.0,1.0,0
7,swordsdance,0.0,0.35,gunkshot,180.0,,1
22,ivycudgel,150.0,0.863,ivycudgel,150.0,1.0,0
6,drillrun,160.0,0.291,drillrun,160.0,1.0,0
9,icebeam,180.0,1.0,icebeam,180.0,1.0,0
1,machpunch,120.0,0.086,drainpunch,225.0,1.88,1
11,throatchop,120.0,0.402,iciclecrash,127.5,1.06,0
2,knockoff,97.5,0.727,drainpunch,150.0,1.54,1
23,ivycudgel,75.0,0.799,ivycudgel,75.0,1.0,0
8,flipturn,90.0,0.44,scald,120.0,1.33,0
7,calmmind,0.0,0.593,earthpower,180.0,,1
1,gigadrain,150.0,0.256,gigadrain,150.0,1.0,0
14,psyshock,0.0,0.356,dazzlinggleam,160.0,,1
10,hydropump,165.0,1.0,hydropump,165.0,1.0,0
12,milkdrink,0.0,0.455,hornleech,112.5,,1
8,calmmind,0.0,0.495,earthpower,180.0,,1
2,gigadrain,150.0,0.957,gigadrain,150.0,1.0,0
3,knockoff,48.8,0.495,drainpunch,75.0,1.54,1
9,ironhead,60.0,0.471,bodypress,60.0,1.0,0
9,calmmind,0.0,0.327,earthpower,180.0,,1
3,bugbuzz,90.0,0.742,gigadrain,150.0,1.67,1
11,fireblast,220.0,1.0,fireblast,220.0,1.0,0
10,ironhead,60.0,0.454,bodypress,60.0,1.0,0
13,earthquake,150.0,0.369,earthquake,150.0,1.0,0
10,calmmind,0.0,0.23,earthpower,180.0,,1
4,hurricane,330.0,1.0,hurricane,330.0,1.0,0
16,psyshock,0.0,0.554,dazzlinggleam,160.0,,1
12,fireblast,220.0,1.0,fireblast,220.0,1.0,0
11,ironhead,60.0,0.419,bodypress,60.0,1.0,0
4,icebeam,90.0,1.0,icebeam,90.0,1.0,0
11,moonblast,142.5,0.125,focusblast,240.0,1.68,1
5,hurricane,82.5,0.993,hurricane,82.5,1.0,0
6,stoneedge,400.0,1.0,stoneedge,400.0,1.0,0
13,fireblast,220.0,1.0,fireblast,220.0,1.0,0
5,icebeam,90.0,0.874,icebeam,90.0,1.0,0
14,earthquake,150.0,0.34,earthquake,150.0,1.0,0
12,flipturn,90.0,0.536,scald,120.0,1.33,0
12,moonblast,142.5,0.321,focusblast,240.0,1.68,1
6,drainpunch,150.0,0.954,drainpunch,150.0,1.0,0
14,gunkshot,180.0,0.998,gunkshot,180.0,1.0,0
7,earthquake,150.0,1.0,earthquake,150.0,1.0,0
15,waterpulse,180.0,0.449,waterpulse,180.0,1.0,0
6,icebeam,180.0,1.0,icebeam,180.0,1.0,0
15,toxicspikes,0.0,0.977,gunkshot,180.0,,1
13,rapidspin,75.0,0.461,dracometeor,195.0,2.6,1
8,earthquake,150.0,1.0,earthquake,150.0,1.0,0
7,icebeam,135.0,0.495,icebeam,135.0,1.0,0
14,rapidspin,75.0,0.42,dracometeor,195.0,2.6,1
16,waterpulse,90.0,0.499,waterpulse,90.0,1.0,0
8,icebeam,135.0,0.621,icebeam,135.0,1.0,0
7,lunge,60.0,1.0,lunge,60.0,1.0,0
16,crunch,240.0,1.0,crunch,240.0,1.0,0
17,dragonpulse,85.0,0.497,waterpulse,90.0,1.06,0
9,focusblast,360.0,1.0,focusblast,360.0,1.0,0
9,icebeam,135.0,0.753,icebeam,135.0,1.0,0
8,thunderwave,0.0,0.324,lunge,60.0,,1
15,megahorn,60.0,0.442,hydropump,165.0,2.75,1
10,icebeam,135.0,0.821,icebeam,135.0,1.0,0
9,thunderwave,0.0,0.309,lunge,60.0,,1
16,flipturn,90.0,0.356,hydropump,165.0,1.83,1
16,bodypress,40.0,0.499,powergem,480.0,12.0,1
10,focusblast,180.0,1.0,focusblast,180.0,1.0,0
18,focusblast,30.0,0.324,dracometeor,195.0,6.5,1
11,icebeam,135.0,0.829,icebeam,135.0,1.0,0
19,focusblast,30.0,0.332,dracometeor,195.0,6.5,1
12,icebeam,135.0,0.811,icebeam,135.0,1.0,0
10,flashcannon,60.0,0.844,dracometeor,195.0,3.25,1
11,bodypress,80.0,0.628,bodypress,80.0,1.0,0
17,bodypress,40.0,0.441,powergem,120.0,3.0,1
17,grassknot,0.0,0.43,megahorn,480.0,,1
13,icebeam,135.0,0.788,icebeam,135.0,1.0,0
20,focusblast,30.0,0.341,dracometeor,195.0,6.5,1
11,flashcannon,60.0,0.583,dracometeor,195.0,3.25,1
12,bodypress,80.0,0.672,bodypress,80.0,1.0,0
18,bodypress,40.0,0.57,powergem,120.0,3.0,1
21,focusblast,30.0,0.347,dracometeor,195.0,6.5,1
12,stealthrock,0.0,0.517,dracometeor,195.0,,1
13,spikes,0.0,0.619,bodypress,80.0,,1
14,terablast,80.0,0.821,terablast,80.0,1.0,0
22,focusblast,30.0,0.351,dracometeor,195.0,6.5,1
14,spikes,0.0,0.622,bodypress,80.0,,1
13,stealthrock,0.0,0.734,dracometeor,195.0,,1
19,trick,0.0,0.402,psychic,270.0,,1
15,terablast,80.0,0.838,terablast,80.0,1.0,0
23,focusblast,30.0,0.357,dracometeor,195.0,6.5,1
15,spikes,0.0,0.407,bodypress,80.0,,1
14,stealthrock,0.0,0.726,dracometeor,195.0,,1
24,focusblast,30.0,0.362,dracometeor,195.0,6.5,1
16,heavyslam,0.0,0.6,bodypress,80.0,,1
15,stealthrock,0.0,0.672,dracometeor,195.0,,1
16,flamethrower,67.5,0.349,overheat,97.5,1.44,0
25,focusblast,30.0,0.366,dracometeor,195.0,6.5,1
17,heavyslam,0.0,0.969,bodypress,80.0,,1
26,dracometeor,195.0,0.643,dracometeor,195.0,1.0,0
16,flareblitz,180.0,0.991,flareblitz,180.0,1.0,0
17,psychic,270.0,0.405,psychic,270.0,1.0,0
18,heavyslam,0.0,1.0,bodypress,80.0,,1
27,sludgewave,35.6,0.371,dracometeor,195.0,5.47,1
17,flareblitz,90.0,0.676,trailblaze,100.0,1.11,0
19,heavyslam,0.0,1.0,bodypress,80.0,,1
18,wish,0.0,0.645,scald,60.0,,1
19,wish,0.0,0.575,scald,60.0,,1
20,wish,0.0,0.594,scald,60.0,,1
21,wish,0.0,0.51,scald,60.0,,1
22,wish,0.0,0.539,scald,60.0,,1
23,wish,0.0,0.479,scald,60.0,,1
24,earthquake,150.0,0.651,earthquake,150.0,1.0,0
