turn,chosen,chosen_power,chosen_prob,best,best_power,ratio,dominated
16,darkpulse,120.0,0.399,darkpulse,120.0,1.0,0
10,bugbuzz,135.0,0.742,bugbuzz,135.0,1.0,0
2,razorshell,75.0,0.335,razorshell,75.0,1.0,0
8,playrough,135.0,0.935,playrough,135.0,1.0,0
6,stealthrock,0.0,0.494,stoneedge,200.0,,1
1,bodypress,80.0,0.125,bodypress,80.0,1.0,0
13,focusblast,480.0,0.999,focusblast,480.0,1.0,0
4,dazzlinggleam,120.0,0.864,thunderbolt,135.0,1.12,0
13,hypervoice,135.0,0.931,hypervoice,135.0,1.0,0
6,revelationdance,90.0,0.885,hurricane,165.0,1.83,1
17,sludgebomb,90.0,0.809,darkpulse,120.0,1.33,0
7,stealthrock,0.0,0.752,stoneedge,200.0,,1
2,bodypress,80.0,0.838,bodypress,80.0,1.0,0
11,fireblast,110.0,0.618,gunkshot,180.0,1.64,1
3,fireblast,165.0,0.283,fireblast,165.0,1.0,0
10,dragonascent,180.0,0.368,earthquake,200.0,1.11,0
14,alluringvoice,120.0,0.774,alluringvoice,120.0,1.0,0
5,thunderbolt,135.0,0.304,thunderbolt,135.0,1.0,0
3,bodypress,80.0,0.804,bodypress,80.0,1.0,0
7,revelationdance,90.0,0.963,hurricane,165.0,1.83,1
4,stealthrock,0.0,0.391,overheat,195.0,,1
18,hypervoice,135.0,0.856,hypervoice,135.0,1.0,0
8,calmmind,0.0,0.602,freezedry,52.5,,1
12,gunkshot,180.0,0.511,gunkshot,180.0,1.0,0
6,ragefist,75.0,0.13,ragefist,75.0,1.0,0
9,calmmind,0.0,0.371,freezedry,52.5,,1
11,playrough,135.0,0.982,playrough,135.0,1.0,0
4,shellsmash,0.0,0.777,populationbomb,30.0,,1
15,terablast,80.0,0.816,terablast,80.0,1.0,0
8,matchagotcha,240.0,0.642,matchagotcha,240.0,1.0,0
15,scaleshot,50.0,0.492,gunkshot,180.0,3.6,1
7,stoneedge,200.0,0.811,stoneedge,200.0,1.0,0
5,fireblast,165.0,0.579,fireblast,165.0,1.0,0
10,crunch,80.0,0.869,wavecrash,90.0,1.12,0
5,shellsmash,0.0,0.268,populationbomb,30.0,,1
16,terablast,80.0,0.887,terablast,80.0,1.0,0
13,moonblast,95.0,0.848,moonblast,95.0,1.0,0
17,terablast,80.0,0.915,terablast,80.0,1.0,0
9,shadowball,120.0,0.939,shadowball,120.0,1.0,0
6,foulplay,142.5,0.805,foulplay,142.5,1.0,0
16,crunch,240.0,0.996,crunch,240.0,1.0,0
9,ragefist,75.0,0.238,ragefist,75.0,1.0,0
21,knockoff,130.0,0.582,knockoff,130.0,1.0,0
11,calmmind,0.0,0.649,freezedry,52.5,,1
6,moonblast,285.0,0.952,moonblast,285.0,1.0,0
14,encore,0.0,0.67,moonblast,23.8,,1
17,crunch,240.0,0.99,crunch,240.0,1.0,0
13,psychicfangs,170.0,0.902,psychicfangs,170.0,1.0,0
7,wish,0.0,0.117,foulplay,71.2,,1
7,moonblast,285.0,0.946,moonblast,285.0,1.0,0
18,throatchop,120.0,0.907,throatchop,120.0,1.0,0
10,fireblast,330.0,0.961,fireblast,330.0,1.0,0
15,moonblast,23.8,0.621,moonblast,23.8,1.0,0
10,surf,270.0,0.659,surf,270.0,1.0,0
12,nastyplot,0.0,0.576,solarbeam,240.0,,1
22,ironhead,120.0,0.614,ironhead,120.0,1.0,0
8,earthquake,150.0,0.971,gunkshot,180.0,1.2,0
18,gunkshot,360.0,0.952,gunkshot,360.0,1.0,0
14,hydropump,220.0,0.985,hydropump,220.0,1.0,0
11,surf,270.0,0.823,surf,270.0,1.0,0
8,powertrip,10.0,0.801,populationbomb,30.0,3.0,1
13,solarbeam,240.0,0.371,solarbeam,240.0,1.0,0
19,throatchop,60.0,0.9,throatchop,60.0,1.0,0
11,fireblast,330.0,0.835,fireblast,330.0,1.0,0
15,hydropump,220.0,0.975,hydropump,220.0,1.0,0
9,earthquake,150.0,0.975,gunkshot,180.0,1.2,0
1,dualwingbeat,120.0,0.1,earthquake,200.0,1.67,1
19,gunkshot,360.0,0.973,gunkshot,360.0,1.0,0
10,earthquake,150.0,0.969,gunkshot,180.0,1.2,0
12,surf,135.0,0.78,surf,135.0,1.0,0
14,scorchingsands,70.0,0.393,solarbeam,240.0,3.43,1
9,calmmind,0.0,0.931,psyshock,240.0,,1
20,gunkshot,180.0,0.889,gunkshot,180.0,1.0,0
11,earthquake,150.0,0.976,gunkshot,180.0,1.2,0
12,psyshock,120.0,0.831,fireblast,165.0,1.38,0
2,meteormash,67.5,0.376,closecombat,180.0,2.67,1
16,thunderbolt,135.0,0.989,thunderbolt,135.0,1.0,0
1,earthpower,180.0,0.05,earthpower,180.0,1.0,0
10,calmmind,0.0,0.763,psyshock,240.0,,1
12,earthquake,150.0,0.984,gunkshot,180.0,1.2,0
13,dazzlinggleam,240.0,0.818,dazzlinggleam,240.0,1.0,0
2,earthpower,180.0,0.669,earthpower,180.0,1.0,0
1,heavyslam,0.0,0.072,earthpower,180.0,,1
11,calmmind,0.0,0.508,psyshock,240.0,,1
3,waterfall,240.0,0.95,waterfall,240.0,1.0,0
13,closecombat,360.0,0.987,closecombat,360.0,1.0,0
21,icepunch,150.0,0.946,icepunch,150.0,1.0,0
14,dazzlinggleam,240.0,0.945,dazzlinggleam,240.0,1.0,0
17,alluringvoice,80.0,0.612,alluringvoice,80.0,1.0,0
2,earthpower,180.0,0.542,earthpower,180.0,1.0,0
13,wish,0.0,0.517,foulplay,142.5,,1
3,psystrike,150.0,0.971,psystrike,150.0,1.0,0
1,ironhead,120.0,0.022,outrage,180.0,1.5,0
12,bodypress,120.0,0.853,bodypress,120.0,1.0,0
14,closecombat,180.0,0.93,closecombat,180.0,1.0,0
3,earthpower,180.0,0.727,earthpower,180.0,1.0,0
4,waterfall,60.0,0.846,earthquake,100.0,1.67,1
15,uturn,140.0,0.583,uturn,140.0,1.0,0
2,earthquake,150.0,0.445,earthquake,150.0,1.0,0
4,aurasphere,160.0,0.308,aurasphere,160.0,1.0,0
5,waterfall,60.0,0.767,earthquake,100.0,1.67,1
14,closecombat,120.0,0.972,closecombat,120.0,1.0,0
3,earthquake,150.0,0.501,earthquake,150.0,1.0,0
4,earthpower,360.0,0.999,earthpower,360.0,1.0,0
13,bodypress,60.0,0.673,shadowball,80.0,1.33,0
5,stoneedge,100.0,0.905,stoneedge,100.0,1.0,0
16,ironhead,120.0,0.738,uturn,140.0,1.17,0
4,earthquake,150.0,0.578,earthquake,150.0,1.0,0
14,bodypress,60.0,0.738,shadowball,80.0,1.33,0
6,stealthrock,0.0,0.586,knockoff,32.5,,1
17,ironhead,120.0,0.732,uturn,140.0,1.17,0
15,iciclecrash,63.8,0.701,highhorsepower,95.0,1.49,0
5,earthquake,400.0,0.859,earthquake,400.0,1.0,0
5,earthquake,150.0,0.643,earthquake,150.0,1.0,0
15,bodypress,60.0,0.771,shadowball,80.0,1.33,0
6,dracometeor,195.0,0.787,fireblast,220.0,1.13,0
18,ironhead,120.0,0.723,uturn,140.0,1.17,0
6,earthquake,150.0,0.706,earthquake,150.0,1.0,0
6,earthquake,400.0,0.857,earthquake,400.0,1.0,0
7,firstimpression,270.0,0.606,firstimpression,270.0,1.0,0
19,ironhead,120.0,0.712,uturn,140.0,1.17,0
7,earthquake,400.0,0.855,earthquake,400.0,1.0,0
20,ironhead,120.0,0.697,uturn,140.0,1.17,0
7,dracometeor,195.0,0.58,dracometeor,195.0,1.0,0
7,ironhead,160.0,0.413,ironhead,160.0,1.0,0
8,firstimpression,67.5,0.339,firstimpression,67.5,1.0,0
8,scald,240.0,0.999,scald,240.0,1.0,0
8,dracometeor,195.0,0.573,dracometeor,195.0,1.0,0
21,ironhead,120.0,0.919,ironhead,120.0,1.0,0
8,ironhead,160.0,0.832,outrage,180.0,1.12,0
22,ironhead,120.0,0.928,ironhead,120.0,1.0,0
9,firstimpression,67.5,0.796,firstimpression,67.5,1.0,0
9,calmmind,0.0,0.756,scald,60.0,,1
9,ironhead,160.0,0.582,outrage,180.0,1.12,0
9,psystrike,150.0,0.961,psystrike,150.0,1.0,0
23,ironhead,120.0,0.935,ironhead,120.0,1.0,0
24,ironhead,120.0,0.942,ironhead,120.0,1.0,0
10,scaleshot,37.5,0.723,ironhead,80.0,2.13,1
10,outrage,180.0,0.633,outrage,180.0,1.0,0
10,throatchop,80.0,0.794,liquidation,127.5,1.59,1
25,ironhead,120.0,0.958,ironhead,120.0,1.0,0
11,earthquake,200.0,0.898,earthquake,200.0,1.0,0
11,taunt,0.0,0.641,wavecrash,180.0,,1
26,ironhead,120.0,0.981,ironhead,120.0,1.0,0
12,earthquake,200.0,0.946,earthquake,200.0,1.0,0
11,bodypress,160.0,0.999,bodypress,160.0,1.0,0
27,ironhead,120.0,0.984,ironhead,120.0,1.0,0
12,bodypress,160.0,0.999,bodypress,160.0,1.0,0
12,poltergeist,330.0,0.969,poltergeist,330.0,1.0,0
28,ironhead,120.0,0.987,ironhead,120.0,1.0,0
13,scaleshot,75.0,0.993,earthquake,100.0,1.33,0
13,bodypress,160.0,0.998,bodypress,160.0,1.0,0
14,psychicnoise,225.0,0.999,psychicnoise,225.0,1.0,0
13,bitterblade,135.0,0.828,bitterblade,135.0,1.0,0
14,bodypress,160.0,0.991,bodypress,160.0,1.0,0
15,psychicnoise,225.0,0.999,psychicnoise,225.0,1.0,0
16,psychicnoise,225.0,0.999,psychicnoise,225.0,1.0,0
14,focuspunch,150.0,0.609,poltergeist,165.0,1.1,0
17,knockoff,130.0,0.661,uturn,140.0,1.08,0
15,focuspunch,150.0,0.56,poltergeist,165.0,1.1,0
18,knockoff,130.0,0.756,uturn,140.0,1.08,0
16,focuspunch,150.0,0.5,poltergeist,165.0,1.1,0
19,knockoff,130.0,0.793,uturn,140.0,1.08,0
17,closecombat,180.0,0.899,closecombat,180.0,1.0,0
20,psychicnoise,225.0,0.998,psychicnoise,225.0,1.0,0
21,icespinner,240.0,0.995,icespinner,240.0,1.0,0
